tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_specimens	geologic_classes	geologic_types	height	int_abs	int_abs_max	int_abs_min	int_abs_sigma	int_abs_sigma_perc	int_n_samples	int_n_specimens	lat	lithologies	location	lon	method_codes	result_quality	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vgp_lat	vgp_lon
1.93	5.0	0.0	0.025	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.22	75.8	-82.5	296.0	8	Extrusive:Igneous	Lava Flow		3.26e-05			0.0				-78.25	Basalt	McMurdo	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1123			4.28e+22		0.0	73.64	282.54
12.61	5.0	0.0	0.055	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.42	15.2	-72.7	385.0	6	Extrusive:Igneous	Lava Flow									-78.19	Basalt	McMurdo	163.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1124			0.0			69.27	186.63
4.26	5.0	0.0	0.09	Ma		10.1029/2020JB020834:10.1029/2008GC002072			4.89	342.6	-63.7	153.0	7	Intrusive:Igneous	Volcanic Dike		2.61e-05			0.0				-78.25	Basalt	McMurdo	163.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1125			3.43e+22		0.0	56.4	141.4
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.46	12.7	-77.9	305.0	7	Extrusive:Igneous	Lava Flow									-78.25	Basalt	McMurdo	163.74	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1126			0.0			77.99	188.34
1.942	5.0	0.0	0.034	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			2.11	325.3	-66.9	689.0	8	Extrusive:Igneous	Lava Flow		3.7e-05	4.04e-05	3.3700000000000006e-05	0.0				-78.25	Basalt	McMurdo	163.73	IE-BICEP	g	mc1127			4.82e+22		0.0	58.59	118.57
8.75	5.0	0.0	0.015	Ma		10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	2.88	33.4	-80.8	370.0	8	Extrusive:Igneous	Lava Flow		3.51e-05			1.14e-06	3.24	3		-78.21	Basalt	McMurdo	166.57	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	g	mc1128	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc128b2:mc128c2:mc128j1	4.61e+22		1.5e+21	79.68	237.86
7.251	5.0	0.0	0.035	Ma		10.1029/2020JB020834:10.1029/2008GC002072			4.18	150.1	46.3	257.0	6	Extrusive:Igneous	Lava Flow									-78.21	Basalt	McMurdo	166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1130			0.0			-37.64	312.68
9.66	5.0	0.0	0.09	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	2.78	20.8	-58.6	398.0	8	Extrusive:Igneous	Lava Flow		1.55e-05	2.02e-05	1.08e-05	5.43e-07	3.27	5		-78.21	Basalt	McMurdo	166.57	IE-BICEP	g	mc1131	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc131b1:mc131c2:mc131d2:mc131e1:mc131g1	2.18e+22		7.13e+20	50.18	191.97
	5.0	0.0		Ma		2008GC002072:10.1029/2020JB020834								Extrusive:Igneous	Lava Flow		3.9e-06	4.9000000000000005e-06	2.6e-06					-78.206	Basalt	McMurdo	166.552	IE-BICEP	b	mc1132							
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.84	38.8	-85.6	305.0	6	Extrusive:Igneous	Lava Flow		4.62e-05			0.0				-78.2	Basalt	McMurdo	166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1133			6.07e+22		0.0	82.62	298.67
9.02	5.0	0.0	0.025	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.07	11.8	-84.2	1049.0	6	Extrusive:Igneous	Lava Flow									-78.22	Basalt	McMurdo	166.61	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1134			0.0			87.61	269.47
3.6	5.0	0.0	0.005	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			3.83	266.3	-77.6	209.0	8	Extrusive:Igneous	Lava Flow		3.17e-05	3.39e-05	2.94e-05					-78.23	Basalt	McMurdo	166.56	IE-BICEP	g	mc1135			0.0			62.98	48.72
1.99	5.0	0.0	0.6	Ma		2008GC002072								Extrusive:Igneous	Lava Flow									-78.282	Basalt	McMurdo	163.329	DE-DI:DE-FM:DE-BFL:LP-DC5	b	mc1136							
	5.0	0.0		Ma		2008GC002072								Extrusive:Igneous	Lava Flow									-78.261	Basalt	McMurdo	163.257	DE-DI:DE-FM:DE-BFL:LP-DC5	b	mc1137							
1.21	5.0	0.0	0.09	Ma		10.1029/2020JB020834:10.1029/2008GC002072								Igneous:Extrusive	Lava Flow									-78.4	Basalt	McMurdo	164.21	LP-PI	b	mc1138							
0.882	5.0	0.0	0.04	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	2.24	169.8	79.0	892.0	6	Extrusive:Igneous	Lava Flow		2.78e-05	3.1e-05	2.46e-05	1.27e-06	4.09	3		-78.26	Basalt	McMurdo	163.08	IE-BICEP	g	mc1139	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc1139b04:mc1139b05:mc1139b07	4.09e+22		1.67e+21	-80.1	321.17
2.043	5.0	0.0	0.045	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	2.85	343.7	-78.7	553.0	6	Extrusive:Igneous	Lava Flow		3.4200000000000005e-05	3.91e-05	2.84e-05	4.65e-06	13.41	3		-78.28	Basalt	McMurdo	163.0	IE-BICEP	g	mc1140	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc1140c03:mc1140c04:mc1140c05	4.56e+22		6.11e+21	78.99	129.96
1.31	5.0	0.0	0.01	Ma		10.1029/2020JB020834:10.1029/2008GC002072			6.71	91.4	83.4	100.0	6	Extrusive:Igneous	Lava Flow									-77.58	Basalt	McMurdo	166.2463	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	g	mc1141			0.0			-72.3	214.07
1.225	5.0	0.0	0.01	Ma		10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	2.73	318.5	85.3	355.0	9	Extrusive:Igneous	Lava Flow		1.7e-05			4.14e-06	24.37	3		-77.85	Basalt	McMurdo	166.68	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	g	mc1142	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc142e2:mc142f2:mc142k2	2.24e+22		5.44e+21	-69.9	148.45
2.08	5.0	0.0	0.329	Ma		10.1029/2020JB020834:10.1029/2008GC002072			4.9	29.8	-52.1	188.0	6	Extrusive:Igneous	Lava Flow									-78.24	Basalt	McMurdo	162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1143			0.0			42.68	197.55
1.25	5.0	0.0	0.5	Ma		10.1029/2020JB020834:10.1029/2008GC002072			5.83	198.4	79.6	108.0	7	Extrusive:Igneous	Lava Flow									-77.85	Basalt	McMurdo	166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1144			0.0			-80.59	28.39
1.9	5.0	0.0	0.06	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			2.41	27.6	2.6	773.0	6	Igneous:Extrusive	Lava Flow		7e-06	1.02e-05	3.3e-06	0.0				-78.24	Basalt	McMurdo	162.893	IE-BICEP	g	mc1145			9.12e+21		0.0	9.11	190.87
1.37	5.0	0.0	0.21	Ma		10.1029/2020JB020834:10.1029/2008GC002072			5.48	236.1	63.2	122.0	7	Extrusive:Igneous	Lava Flow									-78.22	Basalt	McMurdo	162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1146			0.0			-50.32	50.45
1.63	5.0	0.0	0.16	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	3.53	220.3	64.3	361.0	6	Extrusive:Igneous	Lava Flow		2.24e-05	2.72e-05	1.65e-05	2.7e-06	11.93	3		-78.2	Basalt	McMurdo	162.96	IE-BICEP	g	mc1147	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc1147c05:mc147j2:mc147k2	2.98e+22		3.55e+21	-54.43	33.41
0.718	5.0	0.0	0.33	Ma		10.1029/2020JB020834:10.1029/2008GC002072			6.58	283.6	-79.6	104.0	6	Extrusive:Igneous	Lava Flow									-77.49	Basalt	McMurdo	167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1148			0.0			69.07	56.9
	5.0	0.0		Ma		2008GC002072								Extrusive:Igneous	Lava Flow									-78.282	Basalt	McMurdo	163.329	DE-DI:DE-FM:DE-BFL:LP-DC5	b	mc1149							
3.57	5.0	0.0	0.07	Ma		10.1029/2020JB020834:10.1029/2008GC002072								Igneous:Extrusive	Lava Flow									-78.25	Basalt	McMurdo	163.22	LP-PI	b	mc1150							
3.87	5.0	0.0	0.075	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.25	333.2	-85.6	887.0	6	Intrusive:Igneous	Volcanic Dike									-77.72	Basalt	McMurdo	162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1152			0.0			84.06	24.13
2.53	5.0	0.0	0.065	Ma		10.1029/2020JB020834:10.1029/2008GC002072			5.29	311.2	57.9	161.0	6	Extrusive:Igneous	Lava Flow									-77.76	Basalt	McMurdo	162.14	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1153			0.0			-30.0	119.35
2.19	5.0	0.0	0.04	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.96	283.1	87.7	514.0	6	Extrusive:Igneous	Lava Flow									-77.72	Basalt	McMurdo	162.63	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1154			0.0			-75.96	143.88
1.5	5.0	0.0	0.025	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	3.81	230.1	78.1	212.0	8	Extrusive:Igneous	Lava Flow		3.08e-05	3.83e-05	2.33e-05	1.79e-07	0.6	3		-77.7	Basalt	McMurdo	162.25	IE-BICEP	g	mc1155	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc1155b03:mc1155b05:mc1155b06	3.95e+22		2.35e+20	-72.44	63.27
1.89	5.0	0.0	0.065	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.43	162.7	72.7	381.0	6	Extrusive:Igneous	Lava Flow									-77.7	Basalt	McMurdo	162.59	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1156			0.0			-69.53	315.87
1.71	5.0	0.0	0.005	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean						Extrusive:Igneous	Lava Flow		3.79e-05	4.49e-05	3.14e-05	2.36e-06	7.2	4		-77.7	Basalt	McMurdo	162.26	IE-BICEP	g	mc1157	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc1157b03:mc1157b05:mc1157b06:mc157c2	4.32e+22	4	3.1e+21		
3.74	5.0	0.0	0.125	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.15	48.6	43.7	971.0	6	Extrusive:Igneous	Lava Flow									-77.69	Basalt	McMurdo	162.46	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1158			0.0			-17.1	207.54
3.47	5.0	0.0	0.025	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			3.79	233.5	77.8	214.0	8	Extrusive:Igneous	Lava Flow		2.49e-05	3.14e-05	1.8100000000000003e-05	0.0				-77.69	Basalt	McMurdo	162.35	IE-BICEP	g	mc1160			3.01e+22		0.0	-71.28	66.1
	5.0	0.0		Ma		2008GC002072								Extrusive:Igneous	Lava Flow									-77.7	Basalt	McMurdo	162.68	DE-DI:DE-FM:DE-BFL:LP-DC5	b	mc1163							
1.364	5.0	0.0	0.05	Ma		10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	1.7	201.6	85.6	1255.0	7	Extrusive:Igneous	Lava Flow		8.18e-05			3.33e-06	4.08	3		-77.51	Basalt	McMurdo	169.33	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	g	mc1164	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc164c1:mc164f1:mc164j1	1.08e+23		4.38e+21	-84.6	132.83
1.451	5.0	0.0	0.03	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			5.45	159.2	79.6	151.0	6	Extrusive:Igneous	Lava Flow		2.78e-05	3.51e-05	2.0600000000000003e-05	0.0				-77.51	Basalt	McMurdo	169.33	IE-BICEP	g	mc1165			3.71e+22		0.0	-80.47	301.67
1.334	5.0	0.0	0.06	Ma		10.1029/2020JB020834:10.1029/2008GC002072								Igneous:Extrusive	Lava Flow									-77.849	Basalt	McMurdo	166.67	LP-PI	b	mc1166							
1.38	5.0	1.38	0.05	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	0.71	186.2	72.5	6080.0	8	Extrusive:Igneous	Lava Flow		4.35e-05	4.84e-05	3.89e-05	1.31e-07	0.29	3		-77.49	Basalt	McMurdo	169.29	IE-BICEP	g	mc1167	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc167d2:mc167e2:mc167k1	5.84e+22		1.72e+20	-70.16	359.06
1.38	5.0	0.0	0.025	Ma		10.1029/2020JB020834:10.1029/2008GC002072			4.3	183.7	67.7	197.0	7	Extrusive:Igneous	Lava Flow		3.79e-05			0.0				-77.49	Basalt	McMurdo	169.29	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1168			4.99e+22		0.0	-63.11	354.48
1.03	5.0	0.0	0.05	Ma		10.1029/2020JB020834:10.1029/2008GC002072			1.66	2.2	-87.5	1621.0	6	Extrusive:Igneous	Lava Flow									-77.85	Basalt	McMurdo	166.71	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1170			0.0			82.83	345.18
0.073	5.0	0.0	0.005	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			3.62	301.9	-84.8	342.0	6	Extrusive:Igneous	Lava Flow		2.6600000000000003e-05	3.18e-05	2.12e-05					-77.55	Basalt	McMurdo	166.16	IE-BICEP	g	mc1200			0.0			78.84	37.94
0.089	5.0	0.0	0.005	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.6	257.4	-79.7	347.0	6	Extrusive:Igneous	Lava Flow									-77.56	Basalt	McMurdo	166.22	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1201			0.0			64.39	36.68
0.539	5.0	0.0	0.006	Ma		10.1029/2020JB020834:10.1029/2008GC002072			1.13	341.2	-46.6	3487.0	6	Extrusive:Igneous	Lava Flow									-77.66	Basalt	McMurdo	166.36	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1202			0.0			39.45	144.71
0.04	5.0	0.0	0.05	Ma		10.1029/2020JB020834:10.1029/2008GC002072								Igneous:Extrusive	Lava Flow									-77.6402	Basalt	McMurdo	166.40836	LP-PI	b	mc1204							
0.368	5.0	0.0	0.01	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.14	283.4	-34.2	579.0	9	Intrusive:Igneous	Volcanic Dike									-77.66	Basalt	McMurdo	166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1205			0.0			21.17	85.71
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			4.26	326.2	-32.6	147.0	9	Intrusive:Igneous	Volcanic Dome									-77.67	Basalt	McMurdo	166.78	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1206			0.0			27.81	129.98
0.5187	5.0	0.0	0.00215	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.67	46.0	-71.2	334.0	6	Extrusive:Igneous	Lava Flow		5.31e-05			4.5e-07				-77.68	Basalt	McMurdo	166.52	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1207			6.99e+22		592.0	63.0	229.6
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			4.19	38.3	-66.2	256.0	6	Extrusive:Igneous	Lava Flow									-77.67	Basalt	McMurdo	166.53	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1208			0.0			57.51	216.28
0.7828	5.0	0.0	0.03335	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.08	59.2	-62.7	473.0	6	Extrusive:Igneous	Lava Flow									-77.69	Basalt	McMurdo	166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1209			0.0			49.31	237.49
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			1.98	51.6	-69.4	1141.0	6	Intrusive:Igneous	Volcanic Dike									-77.69	Basalt	McMurdo	166.37	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1210			0.0			59.38	233.95
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.23	4.8	-55.5	617.0	8	Extrusive:Igneous	Lava Flow									-77.66	Basalt	McMurdo	166.34	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1211			0.0			48.32	172.18
2.6	5.0	0.0	0.15	Ma		10.1029/2020JB020834:10.1029/2008GC002072								Igneous:Extrusive	Lava Flow									-77.56505	Basalt	McMurdo	166.35938	LP-PI	b	mc1212							
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072								Igneous:Extrusive	Lava Flow									-77.22331	Basalt	McMurdo	166.42877	LP-PI	b	mc1213							
3.88	5.0	0.0	0.02	Ma		10.1029/2020JB020834:10.1029/2008GC002072			1.22	176.2	77.8	1575.0	1	Extrusive:Igneous	Lava Flow		6.26e-05			1.1e-05				-77.22	Basalt	McMurdo	166.43	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1214			8.25e+22		1.45e+22	-79.34	338.26
0.342	5.0	0.0	0.01	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.38	347.8	-82.4	268.0	8	Extrusive:Igneous	Lava Flow									-77.48	Basalt	McMurdo	166.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1215			0.0			86.24	110.76
0.508	5.0	0.0	0.01	Ma		10.1029/2020JB020834:10.1029/2008GC002072								Igneous:Extrusive	Lava Flow									-77.42391	Basalt	McMurdo	166.81075	LP-PI	b	mc1216							
0.157	5.0	0.0	0.005	Ma		10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	4.54	287.0	-71.9	114.0	1	Extrusive:Igneous	Lava Flow		3.09e-05			4.97e-06	16.08	5		-77.51	Basalt	McMurdo	167.44	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-TRM:IE-TT	g	mc1217	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc217a1:mc217b1:mc217c1:mc217d1:mc217e1	4.07e+22		6.54e+21	58.41	74.72
0.026	5.0	0.0	0.005	Ma		10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	5.84	343.4	-81.5	132.0	6	Extrusive:Igneous	Lava Flow		3.43e-05			2.26e-06	6.6	5		-77.56	Basalt	McMurdo	166.98	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:LP-PI-BT-MD:IE-TT	g	mc1218	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc218a1:mc218b1:mc218d1:mc218i1:mc218j1	4.51e+22		2.97e+21	84.12	113.96
0.531	5.0	0.0	0.02	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.44	36.8	-82.4	391.0	1	Extrusive:Igneous	Lava Flow									-77.46	Basalt	McMurdo	166.91	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1220			0.0			81.1	259.97
0.121	5.0	0.0	0.005	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.15	274.1	-82.9	454.0	6	Extrusive:Igneous	Lava Flow									-77.52	Basalt	McMurdo	166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1221			0.0			72.02	38.15
0.11	5.0	0.0	0.006	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.83	190.4	-52.1	307.0	6	Extrusive:Igneous	Lava Flow									-77.54	Basalt	McMurdo	166.85	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	g	mc1222			0.0			20.43	356.18
0.378	5.0	0.0	0.014	Ma		10.1029/2020JB020834:10.1029/2008GC002072			4.06	59.8	-82.6	161.0	9	Extrusive:Igneous	Lava Flow									-77.66	Basalt	McMurdo	166.79	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1223			0.0			76.54	277.77
0.033	5.0	0.0	0.006	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.81	192.0	-61.0	568.0	6	Extrusive:Igneous	Lava Flow									-77.53	Basalt	McMurdo	166.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1224			0.0			29.81	357.13
0.057	5.0	0.0	0.005	Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.07	113.8	-74.6	1052.0	6	Extrusive:Igneous	Lava Flow									-77.58	Basalt	McMurdo	166.8	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1225			0.0			54.44	297.41
0.243	5.0	0.0	0.001	Ma		10.1029/2020JB020834:10.1029/2008GC002072			1.75	19.3	-50.6	1468.0	6	Extrusive:Igneous	Lava Flow									-77.61	Basalt	McMurdo	166.77	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1226			0.0			42.91	189.44
4.5	5.0	0.0	0.01	Ma		10.1029/2020JB020834:10.1029/2008GC002072			1.38	221.2	61.8	2347.0	6	Extrusive:Igneous	Lava Flow									-77.27	Basalt	McMurdo	166.73	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1227			0.0			-51.86	37.99
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.81	212.2	67.7	161.0	1	Extrusive:Igneous	Lava Flow									-77.27	Basalt	McMurdo	166.38	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1228			0.0			-60.74	30.12
1.07	5.0	0.0	0.09	Ma		10.1029/2020JB020834:10.1029/2008GC002072			3.01	99.5	73.1	339.0	8	Extrusive:Igneous	Lava Flow									-77.48	Basalt	McMurdo	167.15	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	g	mc1229			0.0			-58.52	245.93
4.0	5.0	0.0		Ma	Kristin Lawrence	10.1029/2020JB020834:10.1029/2008GC002072		VGP: Site (geog. coord) A comp: mc203, Site VGPA comp: (geog. coord).	2.52	134.2	77.4	707.0	6	Igneous:Extrusive	Lava Flow									-77.5807	Basalt	McMurdo	166.2506	DE-DI:DE-FM:DE-BFL:LP-DC5	g	mc1301	pmagpy-2.60	mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1				-72.32	271.82
0.04	5.0	0.0	0.01	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			2.38	102.5	-73.9	368.0	11	Extrusive:Igneous	Lava Flow		2.89e-05	3.43e-05	2.37e-05					-78.19	Basalt	McMurdo	165.32	IE-BICEP	g	mc1302			0.0			55.65	285.44
	5.0	0.0		Ma		10.1029/2020JB020834:10.1029/2008GC002072			2.2	17.8	-55.1	263.0	17	Extrusive:Igneous	Lava Flow		2.2e-05			0.0				-77.58	Basalt	McMurdo	166.25	FS-H	g	mc1303			2.9e+22		0.0	47.34	187.76
0.29	5.0	0.0	0.02	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			2.95	156.5	75.6	198.0	13	Extrusive:Igneous	Lava Flow		2.47e-05	2.95e-05	1.88e-05	0.0				-78.24	Basalt	McMurdo	163.36	IE-BICEP	g	mc1304			3.3e+22		0.0	-72.99	304.84
0.9	5.0	0.0	0.1	Ma		10.1029/2020JB020834:10.1029/2008GC002072:10.1029/2020JB020834			1.68	191.3	71.1	482.0	16	Extrusive:Igneous	Lava Flow		3.44e-05	3.82e-05	3.06e-05	0.0				-78.24	Basalt	McMurdo	163.23	IE-BICEP	g	mc1305			4.52e+22		0.0	-67.03	359.71
2.56	5.0	0.0	0.13	Ma		This study:10.1029/2020JB020834	IE-SPEC:IE-SITE	paleointensity mean	3.28	171.4	57.1	175.0	12	Extrusive:Igneous	Lava Flow		6.9e-06	9.5e-06	4.5e-06	6.12e-08	0.9	3		-77.7	Basalt	McMurdo	162.69	IE-BICEP	g	mc1306	pmagpy-4.2.85: thellier_gui.pmagpy-4.2.85	mc1161b03:mc1161b05:mc1161b06	8.97e+21		8.05e+19	-49.83	332.12
1.33	5.0	0.0	0.12	Ma		10.1029/2020JB020834:10.1029/2020JB020834			1.81	226.1	75.5	367.0	18	Extrusive:Igneous	Lava Flow		4.61e-05	5.35e-05	3.97e-05					-77.85	Basalt	McMurdo	166.67	IE-BICEP	g	mc1307						-69.29	56.06
0.1177	5.0	0.0	0.0179	Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		2.52e-05	3.02e-05	2.01e-05					33.12635	Basalt	Golan Heights	35.78227	IE-BICEP	b	GHI01							
0.1296	5.0	0.0	0.0006	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		2.45e-05	2.79e-05	2.05e-05	2.22e-06	8.83	3	3	33.15805	Basalt	Golan Heights	35.77673	IE-BICEP	g	GHI02	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		4.73e+22		4.17e+21		
0.842	5.0	0.0	0.01165	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.12279	Basalt	Golan Heights	35.72416	LP-PI-TRM	b	GHI03							
0.842	5.0	0.0	0.01165	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.12279	Basalt	Golan Heights	35.72416	LP-PI-TRM	b	GHI03A							
0.842	5.0	0.0	0.01165	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		6.929999999999999e-05	7.22e-05	6.670000000000001e-05	2.93e-06	4.27	7	7	33.12279	Basalt	Golan Heights	35.72416	IE-BICEP	g	GHI03B	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		1.29e+23		5.5e+21		
0.842	5.0	0.0	0.01165	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		4.52e-05	5.25e-05	3.68e-05	3.74e-06	7.88	4	4	33.12279	Basalt	Golan Heights	35.72416	IE-BICEP	g	GHI03C	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		8.9e+22		7.02e+21		
0.842	5.0	0.0	0.01165	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		5.92e-05	7.01e-05	4.7e-05	2.65e-07	0.45	3	3	33.12279	Basalt	Golan Heights	35.72416	IE-BICEP	g	GHI03D	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		1.1e+23		4.98e+20		
0.842	5.0	0.0	0.01165	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.12279	Basalt	Golan Heights	35.72416	LP-PI-TRM	b	GHI03E							
0.842	5.0	0.0	0.01165	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.12279	Basalt	Golan Heights	35.72416	LP-PI-TRM	b	GHI03F							
