tab 	samples
azimuth	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	sample	site
235.0	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Volcanic Dike		-78.31		164.79	SO-SIGHT:FS-FD	mc29a	mc1029
242.0	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-78.31		164.79	SO-SIGHT:FS-FD	mc29b	mc1029
229.0	This study:10.1029/2008GC002072	-66.0	Extrusive:Igneous	Lava Flow		-78.31		164.79	SO-SIGHT:FS-FD	mc29c	mc1029
264.0	This study:10.1029/2008GC002072	-32.0	Extrusive:Igneous	Lava Flow		-78.31		164.79	SO-SIGHT:FS-FD	mc29d	mc1029
96.0	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-78.31		164.79	SO-SIGHT:FS-FD	mc29e	mc1029
91.0	This study:10.1029/2008GC002072	-17.0	Extrusive:Igneous	Lava Flow		-78.31		164.79	SO-SIGHT:FS-FD	mc29f	mc1029
38.0	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-78.31		164.79	SO-SIGHT:FS-FD	mc29g	mc1029
67.0	This study:10.1029/2008GC002072	-13.0	Extrusive:Igneous	Lava Flow		-78.31		164.79	SO-SIGHT:FS-FD	mc29h	mc1029
346.0	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30a	mc1030
6.0	This study:10.1029/2008GC002072	-59.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30b	mc1030
9.0	This study:10.1029/2008GC002072	-45.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30c	mc1030
257.0	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30d	mc1030
224.0	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30e	mc1030
250.0	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30f	mc1030
286.0	This study:10.1029/2008GC002072	-63.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30g	mc1030
269.0	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-78.34		164.88	SO-SIGHT:FS-FD	mc30h	mc1030
236.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc31b	mc1031
208.0	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc31c	mc1031
252.0	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc31d	mc1031
297.0	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc31f	mc1031
303.0	This study:10.1029/2008GC002072	-54.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc31h	mc1031
105.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32a	mc1032
106.0	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32b	mc1032
102.0	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32c	mc1032
154.0	This study:10.1029/2008GC002072	-41.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32d	mc1032
265.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32e	mc1032
222.0	This study:10.1029/2008GC002072	-41.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32f	mc1032
96.0	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32g	mc1032
330.0	This study:10.1029/2008GC002072	-17.0	Extrusive:Igneous	Lava Flow		-78.35		164.3	SO-SIGHT:FS-FD	mc32h	mc1032
161.0	This study:10.1029/2008GC002072	-75.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33a	mc1033
219.0	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33b	mc1033
148.0	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33c	mc1033
182.0	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33d	mc1033
228.0	This study:10.1029/2008GC002072	-65.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33e	mc1033
181.0	This study:10.1029/2008GC002072	-75.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33f	mc1033
197.0	This study:10.1029/2008GC002072	-44.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33g	mc1033
239.0	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-78.37		164.34	SO-SIGHT:FS-FD	mc33h	mc1033
275.0	This study:10.1029/2008GC002072	-36.0	Extrusive:Igneous	Lava Flow		-78.39		164.27	SO-SIGHT:FS-FD	mc34a	mc1034
204.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-78.39		164.27	SO-SIGHT:FS-FD	mc34b	mc1034
291.0	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-78.39		164.27	SO-SIGHT:FS-FD	mc34c	mc1034
300.0	This study:10.1029/2008GC002072	-13.0	Extrusive:Igneous	Lava Flow		-78.39		164.27	SO-SIGHT:FS-FD	mc34d	mc1034
314.0	This study:10.1029/2008GC002072	-12.0	Extrusive:Igneous	Lava Flow		-78.39		164.27	SO-SIGHT:FS-FD	mc34e	mc1034
182.0	This study:10.1029/2008GC002072	-14.0	Extrusive:Igneous	Lava Flow		-78.39		164.27	SO-SIGHT:FS-FD	mc34f	mc1034
85.0	This study:10.1029/2008GC002072	-24.0	Extrusive:Igneous	Lava Flow		-78.39		164.27	SO-SIGHT:FS-FD	mc34h	mc1034
123.0	This study:10.1029/2008GC002072	-63.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35a	mc1035
163.0	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35b	mc1035
74.0	This study:10.1029/2008GC002072	-44.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35c	mc1035
136.0	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35d	mc1035
76.0	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35e	mc1035
27.0	This study:10.1029/2008GC002072	-38.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35f	mc1035
315.0	This study:10.1029/2008GC002072	-56.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35g	mc1035
5.0	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-78.39		164.24	SO-SIGHT:FS-FD	mc35h	mc1035
161.0	This study:10.1029/2008GC002072	-45.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36a	mc1036
171.0	This study:10.1029/2008GC002072	-85.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36b	mc1036
82.0	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36c	mc1036
118.0	This study:10.1029/2008GC002072	-90.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36d	mc1036
156.0	This study:10.1029/2008GC002072	-87.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36e	mc1036
205.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36f	mc1036
206.0	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36g	mc1036
200.0	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-78.39		164.28	SO-SIGHT:FS-FD	mc36h	mc1036
319.0	This study:10.1029/2008GC002072	-41.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37a	mc1037
350.0	This study:10.1029/2008GC002072	-58.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37b	mc1037
323.0	This study:10.1029/2008GC002072	-58.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37c	mc1037
241.0	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37d	mc1037
263.0	This study:10.1029/2008GC002072	-77.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37e	mc1037
276.0	This study:10.1029/2008GC002072	-64.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37f	mc1037
280.0	This study:10.1029/2008GC002072	-72.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37g	mc1037
243.0	This study:10.1029/2008GC002072	-60.0	Extrusive:Igneous	Lava Flow		-78.41		164.28	SO-SIGHT:FS-FD	mc37h	mc1037
84.0	This study:10.1029/2008GC002072	-64.0	Extrusive:Igneous	Lava Flow		-78.4		164.21	SO-SIGHT:FS-FD	mc38a	mc1038
112.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-78.4		164.21	SO-SIGHT:FS-FD	mc38b	mc1038
74.0	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-78.4		164.21	SO-SIGHT:FS-FD	mc38c	mc1038
37.0	This study:10.1029/2008GC002072	-60.0	Extrusive:Igneous	Lava Flow		-78.4		164.21	SO-SIGHT:FS-FD	mc38e	mc1038
50.0	This study:10.1029/2008GC002072	-70.0	Extrusive:Igneous	Lava Flow		-78.4		164.21	SO-SIGHT:FS-FD	mc38f	mc1038
18.0	This study:10.1029/2008GC002072	-76.0	Extrusive:Igneous	Lava Flow		-78.4		164.21	SO-SIGHT:FS-FD	mc38g	mc1038
18.0	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-78.4		164.21	SO-SIGHT:FS-FD	mc38h	mc1038
40.0	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39a	mc1039
34.0	This study:10.1029/2008GC002072	-60.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39b	mc1039
16.0	This study:10.1029/2008GC002072	-70.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39c	mc1039
102.0	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39d	mc1039
158.0	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39e	mc1039
58.0	This study:10.1029/2008GC002072	-48.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39f	mc1039
141.0	This study:10.1029/2008GC002072	-64.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39g	mc1039
119.0	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-78.4		164.25	SO-SIGHT:FS-FD	mc39h	mc1039
248.0	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-78.39		164.21	SO-SIGHT:FS-FD	mc40a	mc1040
223.0	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-78.39		164.21	SO-SIGHT:FS-FD	mc40b	mc1040
118.0	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-78.39		164.21	SO-SIGHT:FS-FD	mc40c	mc1040
178.0	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-78.39		164.21	SO-SIGHT:FS-FD	mc40e	mc1040
182.0	This study:10.1029/2008GC002072	-38.0	Extrusive:Igneous	Lava Flow		-78.39		164.21	SO-SIGHT:FS-FD	mc40f	mc1040
243.0	This study:10.1029/2008GC002072	-48.0	Extrusive:Igneous	Lava Flow		-78.39		164.21	SO-SIGHT:FS-FD	mc40g	mc1040
99.0	This study:10.1029/2008GC002072	-31.0	Extrusive:Igneous	Lava Flow		-78.39		164.21	SO-SIGHT:FS-FD	mc40h	mc1040
131.0	This study:10.1029/2008GC002072	-16.0	Extrusive:Igneous	Lava Flow		-78.39		164.12	SO-SIGHT:FS-FD	mc41a	mc1041
98.0	This study:10.1029/2008GC002072	-21.0	Extrusive:Igneous	Lava Flow		-78.39		164.12	SO-SIGHT:FS-FD	mc41b	mc1041
127.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.39		164.12	SO-SIGHT:FS-FD	mc41c	mc1041
65.0	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-78.39		164.12	SO-SIGHT:FS-FD	mc41d	mc1041
91.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-78.39		164.12	SO-SIGHT:FS-FD	mc41e	mc1041
156.0	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-78.39		164.12	SO-SIGHT:FS-FD	mc41f	mc1041
118.0	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-78.39		164.12	SO-SIGHT:FS-FD	mc41h	mc1041
258.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.37		164.13	SO-SIGHT:FS-FD	mc42b	mc1042
278.0	This study:10.1029/2008GC002072	-64.0	Extrusive:Igneous	Lava Flow		-78.37		164.13	SO-SIGHT:FS-FD	mc42c	mc1042
288.0	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-78.37		164.13	SO-SIGHT:FS-FD	mc42d	mc1042
1.0	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-78.37		164.13	SO-SIGHT:FS-FD	mc42f	mc1042
351.0	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-78.37		164.13	SO-SIGHT:FS-FD	mc42h	mc1042
334.0	This study:10.1029/2008GC002072	-79.0	Extrusive:Igneous	Lava Flow		-78.37		164.25	SO-SIGHT:FS-FD	mc43a	mc1043
332.0	This study:10.1029/2008GC002072	-64.0	Extrusive:Igneous	Lava Flow		-78.37		164.25	SO-SIGHT:FS-FD	mc43b	mc1043
336.0	This study:10.1029/2008GC002072	-63.0	Extrusive:Igneous	Lava Flow		-78.37		164.25	SO-SIGHT:FS-FD	mc43c	mc1043
93.0	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-78.37		164.25	SO-SIGHT:FS-FD	mc43e	mc1043
112.0	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-78.37		164.25	SO-SIGHT:FS-FD	mc43f	mc1043
98.0	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-78.37		164.25	SO-SIGHT:FS-FD	mc43g	mc1043
184.0	This study:10.1029/2008GC002072	-29.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44a	mc1044
231.0	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44b	mc1044
102.0	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44c	mc1044
145.0	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44d	mc1044
102.0	This study:10.1029/2008GC002072	-14.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44e	mc1044
67.0	This study:10.1029/2008GC002072	-17.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44f	mc1044
179.0	This study:10.1029/2008GC002072	-17.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44g	mc1044
232.0	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-78.36		164.26	SO-SIGHT:FS-FD	mc44h	mc1044
138.0	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48a	mc1048
131.0	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48b	mc1048
156.0	This study:10.1029/2008GC002072	-46.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48c	mc1048
228.0	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48d	mc1048
151.0	This study:10.1029/2008GC002072	-54.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48e	mc1048
133.0	This study:10.1029/2008GC002072	-55.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48f	mc1048
240.0	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48g	mc1048
175.0	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc48h	mc1048
248.0	This study:10.1029/2008GC002072	-60.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc49a	mc1304
208.0	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc49b	mc1304
206.0	This study:10.1029/2008GC002072	-31.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc49c	mc1304
271.0	This study:10.1029/2008GC002072	-53.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc49d	mc1304
311.0	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc49e	mc1304
257.0	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc49g	mc1304
250.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.24		163.37	SO-SIGHT:FS-FD	mc49h	mc1304
131.0	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	FS-H	mc15c	mc1015
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.84		166.76	FS-H	mc1003g	mc1003
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.83		166.66	FS-H	mc1006b	mc1006
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.8		166.78	FS-H	mc1007a	mc1007
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.88		165.3	FS-H	mc1019c	mc1019
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.35		164.3	FS-H	mc1031e	mc1031
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.37		164.25	FS-H	mc1043h	mc1043
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.24		163.4	FS-H	mc1104e	mc1304
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.21		163.31	FS-H	mc1106c	mc1106
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.2		163.35	FS-H	mc1107d	mc1107
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.25		163.32	FS-H	mc1108h	mc1108
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.24		163.44	FS-H	mc1110h	mc1110
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.24		163.44	FS-H	mc1112b	mc1112
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.22		162.74	FS-H	mc1116h	mc1116
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.22		166.61	FS-H	mc1134h	mc1134
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-H	mc1144k	mc1144
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-H	mc1145k	mc1145
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.2		162.96	FS-H	mc1147h	mc1147
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.72		162.65	FS-H	mc1152c	mc1152
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.76		162.14	FS-H	mc1153f	mc1153
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.72		162.63	FS-H	mc1154d	mc1154
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-H	mc1156d	mc1156
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-H	mc1157c	mc1157
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.69		162.46	FS-H	mc1158e	mc1158
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.7		162.68	FS-H	mc1163i	mc1163
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.85		166.71	FS-H	mc1170h	mc1170
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.55		166.16	FS-H	mc1200e	mc1200
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.66		166.36	FS-H	mc1202j	mc1202
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.58		166.25	FS-H	mc1203j	mc1301
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.64		166.41	FS-H	mc1204f	mc1204
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.68		166.52	FS-H	mc1207e	mc1207
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.67		166.53	FS-H	mc1208d	mc1208
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.69		166.37	FS-H	mc1209j	mc1209
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.69		166.37	FS-H	mc1210h	mc1210
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.57		166.36	FS-H	mc1212i	mc1212
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.22		166.43	FS-H	mc1213d	mc1213
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.45		166.81	FS-H	mc1216j	mc1216
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.56		166.98	FS-H	mc1218k	mc1218
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.52		166.8	FS-H	mc1221i	mc1221
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.54		166.85	FS-H	mc1222f	mc1222
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.53		166.88	FS-H	mc1224h	mc1224
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.58		166.8	FS-H	mc1225h	mc1225
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.61		166.77	FS-H	mc1226i	mc1226
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.27		166.73	FS-H	mc1227h	mc1227
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-78.24		163.4	FS-H	mc1104g	mc1304
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.7		162.26	FS-H	mc1157d	mc1157
	This study:10.1029/2008GC002072		Extrusive:Igneous	Lava Flow		-77.7		162.59	FS-H	mc1156j	mc1156
279.0	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26h	mc1303
255.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26a	mc1303
293.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26c	mc1303
311.0	This study:10.1029/2008GC002072	-38.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26d	mc1303
347.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26e	mc1303
311.0	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26b	mc1303
40.0	This study:10.1029/2008GC002072	-30.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26f	mc1303
239.0	This study:10.1029/2008GC002072	-16.0	Extrusive:Igneous	Lava Flow		-78.21		166.57	SO-SIGHT:FS-FD	mc26g	mc1303
281.2	This study:10.1029/2008GC002072	-41.5	Intrusive:Igneous	Volcanic Dike		-78.214		166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc129a	mc1303
267.1	This study:10.1029/2008GC002072	-50.5	Intrusive:Igneous	Volcanic Dike		-78.214		166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc129f	mc1303
208.1	This study:10.1029/2008GC002072	-63.0	Intrusive:Igneous	Volcanic Dike		-78.214		166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc129h	mc1303
60.6	This study:10.1029/2008GC002072	-37.0	Intrusive:Igneous	Volcanic Dike		-78.214		166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc129j	mc1303
289.9	This study:10.1029/2008GC002072	-39.5	Intrusive:Igneous	Volcanic Dike		-78.214		166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc129b	mc1303
272.4	This study:10.1029/2008GC002072	-39.5	Intrusive:Igneous	Volcanic Dike		-78.214		166.577	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc129c	mc1303
