tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_b_beta	int_cdrat	int_corr	int_corr_aniso	int_corr_cooling_rate	int_corr_nlt	int_dang	int_drat	int_drats	int_f	int_frac	int_fvds	int_g	int_gmax	int_k	int_k_max	int_k_min	int_k_prime	int_mad_coe	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_scat	int_treat_dc_field	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.68	186.1795555	73.2206306	1.09	11	0.0		Extrusive:Igneous	Lava Flow	2.7e-05	2.86e-05	2.55e-05							3.2620770918027686	3.932855671335326							1.079	1.309	0.846		11.121083664549932	8.952158746495284						843.0	423.0	Kelvin	IE-BICEP		mc167b		mc167b1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.63	187.7960979	72.12288671	0.68	16	0.0		Extrusive:Igneous	Lava Flow	4.26e-05	4.56e-05	3.99e-05							0.6920114328730138	1.6959396944642713							0.041	0.228	-0.153		1.1538435315761206	0.8869814068608304						843.0	273.0	Kelvin	IE-BICEP		mc167d		mc167d2
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.19	187.6575687	72.2741111	0.89	4	0.0		Extrusive:Igneous	Lava Flow	4.21e-05	4.44e-05	4e-05							0.2465976513545114	5.0427185600997415							0.152	0.321	-0.038		1.239691767194934	1.3167962012036405						853.0	423.0	Kelvin	IE-BICEP		mc167e		mc167e2
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.48	186.5776171	71.66732672	1.0	8	0.0		Extrusive:Igneous	Lava Flow	4.21e-05	4.44e-05	4e-05							1.289024101668118	4.425958447043025							0.056	0.217	-0.102		1.617886142338049	2.198229820194961						853.0	273.0	Kelvin	IE-BICEP		mc167k		mc167k1
														This study:10.1029/2008GC002072		0.22	184.8572602	69.17638908	1.0	8	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc168c		mc168c1
														This study:10.1029/2008GC002072		1.15	181.7988888	70.13443306	1.37	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc168h		mc168h1
														This study:10.1029/2008GC002072		0.56	195.1385585	70.45878926	0.94	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc168i		mc168i1
														This study:10.1029/2008GC002072		0.79	186.2456433	69.46167336	1.6	6	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.06	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc168j		mc168j1
														This study:10.1029/2008GC002072		0.62	198.6795084	70.79659921	1.77	8	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc168k		mc168k1
														This study:10.1029/2008GC002072		2.72	239.5391471	83.09204959	4.66	5	0.0		Extrusive:Igneous	Lava Flow																													823.0	773.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc168c		mc168c2
														This study:10.1029/2008GC002072		2.72	239.5391471	83.09204959	4.66	5	0.0		Extrusive:Igneous	Lava Flow																													823.0	773.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc168c		mc168c2
														This study:10.1029/2008GC002072		2.51	173.06161	59.7547943	3.04	4	0.0		Extrusive:Igneous	Lava Flow																													813.0	773.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc168f		mc168f1
														This study:10.1029/2008GC002072		2.51	173.06161	59.7547943	3.04	4	0.0		Extrusive:Igneous	Lava Flow																													813.0	773.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc168f		mc168f1
														This study:10.1029/2008GC002072		1.28	174.8405415	62.54179453	2.81	5	0.0		Extrusive:Igneous	Lava Flow																													823.0	773.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc168h		mc168h2
														This study:10.1029/2008GC002072		1.28	174.8405415	62.54179453	2.81	5	0.0		Extrusive:Igneous	Lava Flow																													823.0	773.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc168h		mc168h2
														This study:10.1029/2008GC002072		0.02	9.258020189	-87.26293599	0.96	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc170a		mc170a1
														This study:10.1029/2008GC002072		0.35	6.613023629	-88.05971831	0.36	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc170c		mc170c2
														This study:10.1029/2008GC002072		0.36	26.09452345	-86.51434818	1.13	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc170d		mc170d1
														This study:10.1029/2008GC002072		0.36	26.41275686	-85.64381903	1.02	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc170e		mc170e2
														This study:10.1029/2008GC002072		0.38	341.0149169	-87.62765749	0.8	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc170f		mc170f1
														This study:10.1029/2008GC002072		0.28	286.333902	-87.0986273	0.54	4	0.0		Extrusive:Igneous	Lava Flow																													873.0	573.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1170h		mc1170h1
														This study:10.1029/2008GC002072		0.36	208.5883571	86.13680816	0.8	8	0.0		Extrusive:Igneous	Lava Flow																													923.0	863.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc164c		mc164c1
														This study:10.1029/2008GC002072		0.36	208.5883571	86.13680816	0.8	8	0.0		Extrusive:Igneous	Lava Flow																													923.0	863.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc164c		mc164c1
														This study:10.1029/2008GC002072		0.21	192.8331284	85.48407424	0.25	4	0.0		Extrusive:Igneous	Lava Flow																													923.0	908.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc164f		mc164f1
														This study:10.1029/2008GC002072		0.21	192.8331284	85.48407424	0.25	4	0.0		Extrusive:Igneous	Lava Flow																													923.0	908.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc164f		mc164f1
														This study:10.1029/2008GC002072		0.46	215.0724143	86.0676871	0.57	4	0.0		Extrusive:Igneous	Lava Flow																													923.0	908.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc164j		mc164j1
														This study:10.1029/2008GC002072		0.46	215.0724143	86.0676871	0.57	4	0.0		Extrusive:Igneous	Lava Flow																													923.0	908.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc164j		mc164j1
														This study:10.1029/2008GC002072		0.01	225.4089873	84.70513185	0.52	4	0.0		Extrusive:Igneous	Lava Flow																													923.0	873.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc164g		mc164g2
														This study:10.1029/2008GC002072		0.05	198.3579038	83.50360332	1.54	4	0.0		Extrusive:Igneous	Lava Flow																													923.0	873.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc164h		mc164h1
														This study:10.1029/2008GC002072		0.13	142.1601737	85.86105909	0.83	4	0.0		Extrusive:Igneous	Lava Flow																													923.0	873.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc164i		mc164i1
														This study:10.1029/2008GC002072		0.01	213.65545	84.61986205	0.41	5	0.0		Extrusive:Igneous	Lava Flow																													923.0	473.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc164l		mc164l2
														This study:10.1029/2008GC002072		0.16	297.7056562	-78.66289317	1.66	5	0.0		Extrusive:Igneous	Lava Flow																													0.08	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc200a		mc200a1
														This study:10.1029/2008GC002072		0.37	304.9298838	-84.09121201	0.6	9	0.0		Extrusive:Igneous	Lava Flow																													0.08	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc200a		mc200a2
														This study:10.1029/2008GC002072		0.23	341.8126522	-86.604631	0.81	1	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc200b		mc200b2
														This study:10.1029/2008GC002072		0.33	304.1145448	-82.13804008	0.79	7	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc200c		mc200c2
														This study:10.1029/2008GC002072		0.09	260.9231437	-85.22981448	0.87	11	0.0		Extrusive:Igneous	Lava Flow																													0.12	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc200d		mc200d2
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.73	196.2649226	-66.52419887	2.16	4	0.0		Extrusive:Igneous	Lava Flow	1.95e-05	2.09e-05	1.82e-05							5.68895992739473	3.75284242916957							0.666	0.854	0.476		1.530564712379958	4.240133754979047						873.0	273.0	Kelvin	IE-BICEP		mc200b		mc200b1
														This study:10.1029/2008GC002072		0.93	195.4984259	-63.43969844	2.67	4	0.0		Extrusive:Igneous	Lava Flow										6.459178836576005	10.500702361837051											2.2737160889088237	5.006991744884307						873.0	798.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc200c		mc200c1
														This study:10.1029/2008GC002072		0.93	195.4984259	-63.43969844	2.67	4	0.0		Extrusive:Igneous	Lava Flow										6.459178836576005	10.500702361837051											2.2737160889088237	5.006991744884307						873.0	798.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc200c		mc200c1
														This study:10.1029/2008GC002072		1.81	115.3411775	-58.19826443	2.02	4	0.0		Extrusive:Igneous	Lava Flow										10.242173855730858	16.448451487318895											4.865680120416091	9.111770579076753						873.0	798.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc200d		mc200d1
														This study:10.1029/2008GC002072		1.81	115.3411775	-58.19826443	2.02	4	0.0		Extrusive:Igneous	Lava Flow										10.242173855730858	16.448451487318895											4.865680120416091	9.111770579076753						873.0	798.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc200d		mc200d1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		2.09	48.24931397	-43.01960754	2.14	4	0.0		Extrusive:Igneous	Lava Flow	2.03e-05	4.43e-05	1.19e-05							14.721865439523643	6.290783411095435							0.372	1.725	-1.43		4.123111666552462	10.72277574137451						573.0	273.0	Kelvin	IE-BICEP		mc200h		mc200h1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.82	316.1496472	-58.32755941	2.94	4	0.0		Extrusive:Igneous	Lava Flow	1.31e-05	1.63e-05	1.06e-05							14.364205858727855	3.9413773911050143							1.335	2.042	0.798		5.822444935331207	9.104360293911784						873.0	623.0	Kelvin	IE-BICEP		mc200i		mc200i1
														This study:10.1029/2008GC002072		0.44	22.08559865	-88.82505813	2.22	6	0.0		Extrusive:Igneous	Lava Flow																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1200e		mc1200e1
														This study:10.1029/2008GC002072		0.27	250.359756	-80.07551754	0.55	11	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.0	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc201a		mc201a1
														This study:10.1029/2008GC002072		0.67	224.2768068	-78.80095863	1.11	11	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.0	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc201b		mc201b2
														This study:10.1029/2008GC002072		0.25	238.8598836	-80.04178343	0.73	1	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc201c		mc201c1
														This study:10.1029/2008GC002072		0.31	270.9936271	-78.32362199	0.61	11	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.0	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc201d		mc201d1
														This study:10.1029/2008GC002072		0.3	281.4942692	-77.09450248	0.52	8	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc201e		mc201e1
														This study:10.1029/2008GC002072		0.67	271.3729366	-79.65219653	0.8	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc201j		mc201j1
														This study:10.1029/2008GC002072		0.44	222.7004962	-41.25291436	0.93	4	0.0		Extrusive:Igneous	Lava Flow																													873.0	798.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc201b		mc201b1
														This study:10.1029/2008GC002072		0.44	222.7004962	-41.25291436	0.93	4	0.0		Extrusive:Igneous	Lava Flow																													873.0	798.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc201b		mc201b1
														This study:10.1029/2008GC002072		0.41	339.8945376	-45.9500091	1.21	8	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc202c		mc202c1
														This study:10.1029/2008GC002072		0.19	340.9696048	-45.97960203	0.58	9	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc202d		mc202d1
														This study:10.1029/2008GC002072		0.42	343.8875433	-47.02118252	0.66	8	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc202f		mc202f1
														This study:10.1029/2008GC002072		0.05	339.7180889	-46.77798837	1.03	9	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc202h		mc202h1
														This study:10.1029/2008GC002072		0.34	340.2872848	-47.80781215	1.22	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc202j		mc202j1
														This study:10.1029/2008GC002072		2.18	351.5140197	-24.29361426	2.58	4	0.0		Extrusive:Igneous	Lava Flow																													873.0	798.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc202b		mc202b1
														This study:10.1029/2008GC002072		2.18	351.5140197	-24.29361426	2.58	4	0.0		Extrusive:Igneous	Lava Flow																													873.0	798.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc202b		mc202b1
														This study:10.1029/2008GC002072		2.38	342.707334	-46.12707044	0.94	4	0.0		Extrusive:Igneous	Lava Flow																													873.0	573.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1202j		mc1202j2
														This study:10.1029/2008GC002072		0.46	139.9842631	77.05219309	0.88	9	0.0		Intrusive:Igneous	Volcanic Dike																													0.12	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc203a		mc203a1
														This study:10.1029/2008GC002072		0.11	122.2047834	77.80001133	0.6	7	0.0		Intrusive:Igneous	Volcanic Dike																													0.12	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc203c		mc203c1
														This study:10.1029/2008GC002072		0.53	136.8505886	76.98793161	0.65	9	0.0		Intrusive:Igneous	Volcanic Dike																													0.15	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc203d		mc203d1
														This study:10.1029/2008GC002072		0.27	132.7335648	75.91999709	0.91	1	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc203g		mc203g1
														This study:10.1029/2008GC002072		0.32	118.4898505	76.86529068	0.87	1	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc203h		mc203h1
														This study:10.1029/2008GC002072		3.94	156.5119866	78.11224161	3.76	5	0.0		Extrusive:Igneous	Lava Flow																													873.0	473.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1203j		mc1203j1
														This study:10.1029/2008GC002072		0.45	283.4365055	-36.52014898	1.13	9	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc205a		mc205a1
														This study:10.1029/2008GC002072		1.9	286.1256751	-33.38019831	1.55	1	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc205c		mc205c1
														This study:10.1029/2008GC002072		0.18	282.9342022	-32.70097329	1.18	11	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc205d		mc205d1
														This study:10.1029/2008GC002072		0.81	285.0069627	-33.49932065	0.93	7	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc205e		mc205e1
														This study:10.1029/2008GC002072		0.57	286.2480799	-35.11092869	1.53	1	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc205h		mc205h2
														This study:10.1029/2008GC002072		2.99	282.0981527	-34.6260583	3.51	1	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	473.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc205a		mc205a2
														This study:10.1029/2008GC002072		2.99	282.0981527	-34.6260583	3.51	1	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	473.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc205a		mc205a2
														This study:10.1029/2008GC002072		3.76	285.1787005	-36.24054715	4.04	11	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	373.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc205b		mc205b1
														This study:10.1029/2008GC002072		3.76	285.1787005	-36.24054715	4.04	11	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc205b		mc205b1
														This study:10.1029/2008GC002072		0.87	274.7959093	-31.53096159	4.71	4	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	798.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc205h		mc205h1
														This study:10.1029/2008GC002072		0.87	274.7959093	-31.53096159	4.71	4	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	798.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc205h		mc205h1
														This study:10.1029/2008GC002072		3.4	284.9242897	-34.16318189	3.75	1	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	473.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc205k		mc205k1
														This study:10.1029/2008GC002072		3.4	284.9242897	-34.16318189	3.75	1	0.0		Intrusive:Igneous	Volcanic Dike																													873.0	473.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc205k		mc205k1
														This study:10.1029/2008GC002072		0.33	331.8039969	-36.65132925	1.15	13	0.0		Intrusive:Igneous	Volcanic Dome																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc206a		mc206a1
														This study:10.1029/2008GC002072		0.16	326.6576164	-29.12261754	1.29	13	0.0		Intrusive:Igneous	Volcanic Dome																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc206g		mc206g1
														This study:10.1029/2008GC002072		0.72	323.0140727	-28.01312666	1.21	12	0.0		Intrusive:Igneous	Volcanic Dome																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc206h		mc206h1
														This study:10.1029/2008GC002072		0.07	325.3356023	-28.07470888	0.9	9	0.0		Intrusive:Igneous	Volcanic Dome																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc206i		mc206i1
														This study:10.1029/2008GC002072		0.79	325.4913161	-23.34142001	0.89	11	0.0		Intrusive:Igneous	Volcanic Dome																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc206k		mc206k1
														This study:10.1029/2008GC002072		3.46	328.2801705	-33.95593436	3.88	11	0.0		Intrusive:Igneous	Volcanic Dome																													873.0	373.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc206c		mc206c1
														This study:10.1029/2008GC002072		3.46	328.2801705	-33.95593436	3.88	11	0.0		Intrusive:Igneous	Volcanic Dome																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc206c		mc206c1
														This study:10.1029/2008GC002072		2.94	330.2179989	-38.95334014	3.26	11	0.0		Intrusive:Igneous	Volcanic Dome																													873.0	373.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc206d		mc206d1
														This study:10.1029/2008GC002072		2.94	330.2179989	-38.95334014	3.26	11	0.0		Intrusive:Igneous	Volcanic Dome																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc206d		mc206d1
														This study:10.1029/2008GC002072		2.53	329.1429502	-35.85366382	2.73	11	0.0		Intrusive:Igneous	Volcanic Dome																													873.0	373.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc206e		mc206e1
														This study:10.1029/2008GC002072		2.53	329.1429502	-35.85366382	2.73	11	0.0		Intrusive:Igneous	Volcanic Dome																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc206e		mc206e1
