tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_b_beta	int_cdrat	int_corr	int_corr_aniso	int_corr_cooling_rate	int_corr_nlt	int_dang	int_drat	int_drats	int_f	int_frac	int_fvds	int_g	int_gmax	int_k	int_k_max	int_k_min	int_k_prime	int_mad_coe	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_scat	int_treat_dc_field	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This study:10.1029/2008GC002072		3.64	186.7149353	84.45333396	1.34	12	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc150g		mc150g1
														This study:10.1029/2008GC002072		0.26	330.5824001	-83.51816339	1.2	13	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc152a		mc152a1
														This study:10.1029/2008GC002072		0.12	306.651466	-84.20253472	0.94	13	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc152b		mc152b1
														This study:10.1029/2008GC002072		0.27	331.5169713	-83.71778611	0.52	12	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc152c		mc152c1
														This study:10.1029/2008GC002072		0.07	352.626346	-85.55276068	0.6	11	0.0		Intrusive:Igneous	Volcanic Dike																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc152i		mc152i1
														This study:10.1029/2008GC002072		0.46	306.5060117	-87.77199265	0.85	12	0.0		Intrusive:Igneous	Volcanic Dike																													0.15	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc152k		mc152k1
														This study:10.1029/2008GC002072		0.99	325.6713401	4.461240154	2.06	9	0.0		Intrusive:Igneous	Volcanic Dike																													833.0	673.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc152b		mc152b2
														This study:10.1029/2008GC002072		1.67	314.8184671	-38.79367659	2.59	7	0.0		Intrusive:Igneous	Volcanic Dike																													833.0	723.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc152g		mc152g1
														This study:10.1029/2008GC002072		0.74	26.20173865	-86.75993709	1.18	6	0.0		Extrusive:Igneous	Lava Flow																													773.0	273.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1152c		mc1152c2
														This study:10.1029/2008GC002072		0.09	323.6449835	60.48210078	1.13	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc153a		mc153a2
														This study:10.1029/2008GC002072		0.26	320.3965118	63.69779626	0.49	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc153e		mc153e1
														This study:10.1029/2008GC002072		0.44	309.6215521	53.56621959	0.66	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc153i		mc153i1
														This study:10.1029/2008GC002072		0.55	301.9934344	53.07008391	0.61	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc153j		mc153j1
														This study:10.1029/2008GC002072		0.2	305.4865001	54.21851536	0.92	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc153m		mc153m1
														This study:10.1029/2008GC002072		1.95	310.5312864	60.93798816	1.71	5	0.0		Extrusive:Igneous	Lava Flow																													873.0	473.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1153f		mc1153f1
														This study:10.1029/2008GC002072		0.36	254.3185782	86.61228967	1.04	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc154a		mc154a1
														This study:10.1029/2008GC002072		1.08	324.4777241	84.09259829	0.47	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc154b		mc154b1
														This study:10.1029/2008GC002072		0.87	270.1797423	84.24107213	0.82	13	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc154e		mc154e1
														This study:10.1029/2008GC002072		2.07	179.3522311	87.49518085	1.49	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc154f		mc154f1
														This study:10.1029/2008GC002072		0.61	6.501970714	87.35795874	0.92	9	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc154h		mc154h1
														This study:10.1029/2008GC002072		0.56	232.5043714	88.48026662	1.65	6	0.0		Extrusive:Igneous	Lava Flow																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1154d		mc1154d1
														This study:10.1029/2008GC002072		0.04	211.2121522	81.68352688	0.68	13	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc155a		mc155a1
														This study:10.1029/2008GC002072		1.04	221.620606	78.36862527	1.61	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc155b		mc155b1
														This study:10.1029/2008GC002072		0.04	235.4594159	78.44209631	2.7	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc155e		mc155e2
														This study:10.1029/2008GC002072		0.49	222.9048696	70.57757142	2.36	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc155g		mc155g1
														This study:10.1029/2008GC002072		0.39	262.0371311	82.60354141	2.46	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc155i		mc155i1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.55	235.9725771	79.68734331	0.65	6	0.0		Extrusive:Igneous	Lava Flow	3.33e-05	3.5e-05	3.19e-05							0.6184212125432914	7.9632200217368							0.302	0.479	0.105		1.7932537360420466	2.0314036665280675						838.0	423.0	Kelvin	IE-BICEP		mc155c		mc155c1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.67	208.4299236	75.23798857	1.41	12	0.0		Extrusive:Igneous	Lava Flow	1.91e-05	2.0600000000000003e-05	1.7899999999999998e-05							1.3696154038407449	4.383623960516814							0.378	0.624	0.118		3.404543495125545	2.719330906543873						838.0	423.0	Kelvin	IE-BICEP		mc155h		mc155h1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.7	253.4351987	74.18746932	1.84	11	0.0		Extrusive:Igneous	Lava Flow	2.43e-05	2.55e-05	2.32e-05							0.5137384262883817	3.896821528092172							0.591	0.751	0.409		3.327333371087748	2.8420970034959443						838.0	423.0	Kelvin	IE-BICEP		mc155m		mc155m1
														This study:10.1029/2008GC002072		1.14	167.9341197	70.15095062	0.69	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc156a		mc156a1
														This study:10.1029/2008GC002072		1.07	178.3103274	73.85759409	0.63	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc156c		mc156c1
														This study:10.1029/2008GC002072		2.18	160.9344185	70.09819028	0.62	1	0.0		Extrusive:Igneous	Lava Flow																													0.12	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc156f		mc156f1
														This study:10.1029/2008GC002072		1.2	142.5098942	75.16280213	2.27	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc156g		mc156g1
														This study:10.1029/2008GC002072		3.67	159.5166506	70.51326249	0.99	9	0.0		Extrusive:Igneous	Lava Flow																													0.1	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc156h		mc156h1
														This study:10.1029/2008GC002072		1.79	165.3603802	74.98563177	3.61	4	0.0		Extrusive:Igneous	Lava Flow																													873.0	573.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1156j		mc1156j1
														This study:10.1029/2008GC002072		0.15	265.3159013	72.40132195	1.17	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc157a		mc157a2
														This study:10.1029/2008GC002072		0.1	267.4965972	72.6925908	2.18	13	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc157b		mc157b2
														This study:10.1029/2008GC002072		0.3	235.8625864	57.4153938	1.16	8	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc157f		mc157f1
														This study:10.1029/2008GC002072		0.04	258.7977129	70.63330748	0.67	11	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc157j		mc157j1
														This study:10.1029/2008GC002072		0.33	267.1802213	69.00245215	0.58	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc157k		mc157k1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		2.7	254.4612865	76.63192851	3.07	9	0.0		Extrusive:Igneous	Lava Flow	2.29e-05	2.52e-05	2.09e-05							3.4504451996930463	9.377411377954877							0.54	0.792	0.331		2.08426025486179	3.5277542754473257						823.0	273.0	Kelvin	IE-BICEP		mc157c		mc157c2
														This study:10.1029/2008GC002072		0.24			1.45	6	0.0		Extrusive:Igneous	Lava Flow																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1157d		mc1157d1
														This study:10.1029/2008GC002072		0.21	43.78093987	45.09801049	0.93	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc158b		mc158b2
														This study:10.1029/2008GC002072		0.21	49.86240396	43.54516321	2.24	8	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc158c		mc158c1
														This study:10.1029/2008GC002072		1.0	50.40259366	45.89938837	3.35	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc158d		mc158d1
														This study:10.1029/2008GC002072		1.92	49.21346192	44.39912243	2.91	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc158f		mc158f1
														This study:10.1029/2008GC002072		0.65	48.30877319	41.74190288	2.0	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc158h		mc158h1
														This study:10.1029/2008GC002072		2.89	41.49151122	70.19695	4.32	5	0.0		Extrusive:Igneous	Lava Flow																													823.0	773.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc158a		mc158a1
														This study:10.1029/2008GC002072		2.89	41.49151122	70.19695	4.32	5	0.0		Extrusive:Igneous	Lava Flow																													823.0	773.0	Kelvin	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:DE-BFL:LP-PI-TRM		mc158a		mc158a1
														This study:10.1029/2008GC002072		3.24	50.22813448	41.11474189	4.66	6	0.0		Extrusive:Igneous	Lava Flow																													873.0	373.0	Kelvin	LP-DIR-T:DE-BFL:DA-DIR-GEO		mc1158e		mc1158e1
														This study:10.1029/2008GC002072		0.17	212.6477967	77.62982607	1.37	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc160a		mc160a2
														This study:10.1029/2008GC002072		0.26	217.2538331	72.02041035	0.77	5	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.08	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc160b		mc160b1
														This study:10.1029/2008GC002072		0.41	237.8555827	73.64727208	0.72	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc160c		mc160c1
														This study:10.1029/2008GC002072		0.09	254.1183672	75.81661861	2.54	8	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc160e		mc160e2
														This study:10.1029/2008GC002072		1.42	214.9285974	78.0462382	1.83	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc160j		mc160j1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		2.74	219.891772	78.27388691	4.64	4	0.0		Extrusive:Igneous	Lava Flow	2.38e-05	2.93e-05	2.04e-05							4.47658450517342	2.544736662612236							0.287	0.765	-0.269		4.545791040040331	5.061530811514831						823.0	423.0	Kelvin	IE-BICEP		mc160a		mc160a1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.91	259.8512841	80.21127438	3.59	4	0.0		Extrusive:Igneous	Lava Flow	2.09e-05	2.56e-05	1.7800000000000002e-05							3.839308136625963	4.507485628081814							0.699	1.376	-0.055		3.3150592852117726	5.001128423311121						823.0	423.0	Kelvin	IE-BICEP		mc160e		mc160e1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.14	267.5906641	80.54624974	2.83	5	0.0		Extrusive:Igneous	Lava Flow	2.31e-05	2.46e-05	2.18e-05							2.065512799777203	1.7407800784552068							-0.106	0.082	-0.285		2.3250025107466947	3.14619552978371						823.0	473.0	Kelvin	IE-BICEP		mc160f		mc160f2
														This study:10.1029/2008GC002072		1.08	170.4472573	53.50578544	0.86	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc161a		mc161a1
														This study:10.1029/2008GC002072		0.39	176.6685993	55.51669704	1.73	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc161e		mc161e1
														This study:10.1029/2008GC002072		1.14	177.635285	54.89106156	3.2	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc161f		mc161f1
														This study:10.1029/2008GC002072		1.93	146.6623281	55.82786878	1.64	8	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc161j		mc161j1
														This study:10.1029/2008GC002072		2.83	176.9798771	57.68559419	2.59	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc161k		mc161k1
														This study:10.1029/2008GC002072		0.69	171.4449207	59.59511434	0.97	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc162b		mc162b2
														This study:10.1029/2008GC002072		0.62	164.8222856	63.2523886	3.1	7	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc162f		mc162f1
														This study:10.1029/2008GC002072		0.23	175.4387668	56.60933787	1.15	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc162g		mc162g1
														This study:10.1029/2008GC002072		0.31	179.9274406	54.49384646	1.98	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc162i		mc162i1
														This study:10.1029/2008GC002072		0.64	182.1226809	55.72164728	1.89	9	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc162j		mc162j1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.73	164.3825323	53.05793282	3.9	15	0.0		Extrusive:Igneous	Lava Flow	5.7000000000000005e-06	6e-06	5.4e-06							1.7313304727144547	6.824918069891156							0.44	0.633	0.234		1.3193005087123126	3.903751757231105						843.0	523.0	Kelvin	IE-BICEP		mc161b		mc161b1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.87	209.8564826	48.34750194	1.62	5	0.0		Extrusive:Igneous	Lava Flow	6.9e-06	7.4e-06	6.5e-06							1.052907290925669	1.9641238630871696							0.852	0.953	0.716		2.791473590955172	16.622992797290912						823.0	773.0	Kelvin	IE-BICEP		mc162b		mc162b1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		4.98	167.8810432	60.71987848	3.17	4	0.0		Extrusive:Igneous	Lava Flow	1.05e-05	1.2e-05	7.599999999999999e-06							1.216772530909079	1.9811138901474332							0.348	0.907	0.023		2.542311508418152	11.755450105982142						823.0	773.0	Kelvin	IE-BICEP		mc162c		mc162c1
														This study:10.1029/2008GC002072		0.17	181.1924692	52.86890248	1.28	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc163a		mc163a1
														This study:10.1029/2008GC002072		0.34	176.2694164	53.60493556	1.5	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc163b		mc163b1
														This study:10.1029/2008GC002072		1.23	174.0451006	54.56549158	2.34	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc163c		mc163c1
														This study:10.1029/2008GC002072		0.8	177.9770127	57.66418879	3.41	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc163e		mc163e1
														This study:10.1029/2008GC002072		0.72	182.4780218	56.06586724	4.12	4	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.1	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc163f		mc163f1
														This study:10.1029/2008GC002072		0.13	181.7122564	82.04235001	0.88	13	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc165a		mc165a1
														This study:10.1029/2008GC002072		0.42	141.8783821	81.63115212	0.9	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc165b		mc165b2
														This study:10.1029/2008GC002072		0.02	170.093091	80.16211033	0.75	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc165c		mc165c2
														This study:10.1029/2008GC002072		0.5	99.03778354	71.67450939	0.57	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc165g		mc165g1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		2.71	160.2484509	83.13189846	3.22	12	0.0		Extrusive:Igneous	Lava Flow	2.71e-05	2.89e-05	2.53e-05							2.8560120354926517	6.320113578131107							0.591	0.87	0.29		2.6943087631195017	3.633598136189175						823.0	273.0	Kelvin	IE-BICEP		mc165b		mc165b1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.09	133.9089713	65.10857899	3.63	5	0.0		Extrusive:Igneous	Lava Flow	2.27e-05	2.35e-05	2.2e-05							2.5978212084091394	6.513533163749792							0.843	0.969	0.712		1.4189639309021564	2.6568573483667683						823.0	423.0	Kelvin	IE-BICEP		mc165c		mc165c1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		1.4	180.370044	72.33594252	2.76	5	0.0		Extrusive:Igneous	Lava Flow	2.85e-05	3.01e-05	2.68e-05							2.548822997043223	2.562391274103546							0.677	0.915	0.416		3.470178588495392	3.7656346807006185						823.0	273.0	Kelvin	IE-BICEP		mc165h		mc165h2
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.69	126.5905374	73.36554285	3.24	5	0.0		Extrusive:Igneous	Lava Flow	2.7e-05	2.8e-05	2.6e-05							2.210342314135117	2.0609524014732314							0.81	0.947	0.662		1.783789426403266	3.0490046593631326						823.0	423.0	Kelvin	IE-BICEP		mc165i		mc165i2
														This study:10.1029/2008GC002072		0.3	221.0709765	76.56497437	0.96	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc166a		mc166a1
														This study:10.1029/2008GC002072		0.8	224.3189074	77.79047398	1.26	8	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.04	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc166b		mc166b2
														This study:10.1029/2008GC002072		0.46	220.948044	72.91568558	1.68	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc166c		mc166c2
														This study:10.1029/2008GC002072		0.48	234.024215	75.90323102	1.13	1	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.02	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc166i		mc166i1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.46	277.9604518	85.48854346	3.61	5	0.0		Extrusive:Igneous	Lava Flow	2.78e-05	2.94e-05	2.64e-05							2.816513229183668	7.309583398253573							0.719	0.946	0.513		2.742476962217439	3.0513296264716288						823.0	273.0	Kelvin	IE-BICEP		mc166b		mc166b1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		3.75	227.5890234	72.62210791	3.6	12	0.0		Extrusive:Igneous	Lava Flow	6.35e-05	8.6e-05	4.59e-05							3.9188784853567	10.777541882313784							-0.876	-0.358	-1.216		2.142443586588309	3.8617533591484494						673.0	273.0	Kelvin	IE-BICEP		mc166c		mc166c1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		4.81	220.3100001	69.77206928	3.91	1	0.0		Extrusive:Igneous	Lava Flow	2.68e-05	2.81e-05	2.57e-05							4.627305739556409	3.0689862414278823							0.887	1.017	0.76		6.059320846590116	5.926025848349833						823.0	473.0	Kelvin	IE-BICEP		mc166h		mc166h2
														This study:10.1029/2008GC002072:10.1029/2020JB020834		3.74	220.6646477	77.25149859	4.08	12	0.0		Extrusive:Igneous	Lava Flow	3.17e-05	3.29e-05	3.06e-05							3.552439280736404	4.575810213710723							0.911	1.016	0.795		5.072022987065453	5.304851935445545						823.0	473.0	Kelvin	IE-BICEP		mc166i		mc166i2
														This study:10.1029/2008GC002072		0.3	214.1893617	74.65284286	0.62	13	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc219a		mc219a2
														This study:10.1029/2008GC002072		0.57	211.6365359	75.15523277	0.75	14	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.0	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc219b		mc219b2
														This study:10.1029/2008GC002072		0.15	236.1590661	74.71459497	0.64	8	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc219c		mc219c2
														This study:10.1029/2008GC002072		0.17	234.7420661	74.67364169	0.44	12	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc219d		mc219d2
														This study:10.1029/2008GC002072		0.1	233.0405485	72.89724793	0.49	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc219e		mc219e2
														This study:10.1029/2008GC002072:10.1029/2020JB020834		2.55	218.8169724	75.13037413	3.3	11	0.0		Extrusive:Igneous	Lava Flow	3.48e-05	3.71e-05	3.24e-05							2.33997462282506	1.6890302430823474							0.86	1.064	0.607		2.3857652328847405	3.3970549986865985						873.0	273.0	Kelvin	IE-BICEP		mc219a		mc219a1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		3.4	215.4988445	72.59927184	3.82	11	0.0		Extrusive:Igneous	Lava Flow	3.31e-05	3.52e-05	3.1e-05							3.1403360348124028	1.721315971772036							0.827	1.025	0.608		2.039622850650264	3.661310800608884						873.0	273.0	Kelvin	IE-BICEP		mc219b		mc219b1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.65	226.9346097	77.18267411	1.95	11	0.0		Extrusive:Igneous	Lava Flow	2.87e-05	3.19e-05	2.61e-05							0.4728878575763922	3.006701170519292							0.884	1.173	0.591		1.9065422124649372	1.847332728517595						873.0	273.0	Kelvin	IE-BICEP		mc219c		mc219c1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.92	232.1200069	75.48950426	1.46	1	0.0		Extrusive:Igneous	Lava Flow	2.63e-05	2.9e-05	2.4100000000000003e-05							0.6600272482270697	3.951441434801061							1.015	1.279	0.743		2.9670278905078606	2.685278335933547						873.0	373.0	Kelvin	IE-BICEP		mc219d		mc219d1
														This study:10.1029/2008GC002072:10.1029/2020JB020834		0.15	240.0093083	74.69583093	0.77	9	0.0		Extrusive:Igneous	Lava Flow	3.34e-05	3.55e-05	3.17e-05							0.2897094092106811	2.2642959517660564							0.437	0.679	0.229		2.11909407536727	1.9238972640831784						873.0	473.0	Kelvin	IE-BICEP		mc219e		mc219e1
														This study:10.1029/2008GC002072		0.19	85.83380642	72.75556758	0.72	12	0.0		Extrusive:Igneous	Lava Flow																													0.15	0.005	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc167a		mc167a1
														This study:10.1029/2008GC002072		0.36	185.1443571	73.28291209	0.83	11	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.015	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc167e		mc167e1
														This study:10.1029/2008GC002072		0.31	185.3188006	72.84773055	0.66	12	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.01	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc167f		mc167f2
														This study:10.1029/2008GC002072		0.16	184.3649812	73.60601449	0.78	9	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.03	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc167h		mc167h1
														This study:10.1029/2008GC002072		0.13	186.4917989	70.68260023	1.6	7	0.0		Extrusive:Igneous	Lava Flow																													0.18	0.05	Kelvin	LP-DIR-AF:DE-BFL:DA-DIR-GEO		mc167j		mc167j1
